ID;cliente;anio;mes;Total_desastres; total_gasto 
1151;Banco Falabella;2003;noviembre;1; $99.206 
1152;Banco Falabella;2003;diciembre;3; $93.909 
1153;Banco Falabella;2004;enero;2; $41.943 
1154;Banco Falabella;2004;febrero;3; $88.599 
1155;Banco Falabella;2004;marzo;0; $- 
1156;Banco Falabella;2004;abril;3; $36.245 
1157;Banco Falabella;2004;mayo;0; $- 
1158;Banco Falabella;2004;junio;3; $53.029 
1159;Banco Falabella;2004;julio;4; $30.865 
1160;Banco Falabella;2004;agosto;0; $- 
1161;Banco Falabella;2004;septiembre;1; $40.326 
1162;Banco Falabella;2004;octubre;3; $68.089 
1163;Banco Falabella;2004;noviembre;4; $90.624 
1164;Banco Falabella;2004;diciembre;4; $67.440 
1165;Banco Falabella;2005;enero;5; $10.453 
1166;Banco Falabella;2005;febrero;1; $29.073 
1167;Banco Falabella;2005;marzo;2; $64.362 
1168;Banco Falabella;2005;abril;0; $- 
1169;Banco Falabella;2005;mayo;4; $11.376 
1170;Banco Falabella;2005;junio;0; $- 
1171;Banco Falabella;2005;julio;3; $23.408 
1172;Banco Falabella;2005;agosto;1; $19.136 
1173;Banco Falabella;2005;septiembre;5; $28.612 
1174;Banco Falabella;2005;octubre;4; $89.451 
1175;Banco Falabella;2005;noviembre;0; $- 
1176;Banco Falabella;2005;diciembre;3; $50.232 
1177;Banco Falabella;2006;enero;2; $62.680 
1178;Banco Falabella;2006;febrero;2; $53.740 
1179;Banco Falabella;2006;marzo;2; $10.616 
1180;Banco Falabella;2006;abril;4; $35.385 
1181;Banco Falabella;2006;mayo;2; $68.262 
1182;Banco Falabella;2006;junio;5; $87.297 
1183;Banco Falabella;2006;julio;2; $40.402 
1184;Banco Falabella;2006;agosto;1; $83.126 
1185;Banco Falabella;2006;septiembre;2; $25.292 
1186;Banco Falabella;2006;octubre;1; $46.555 
1187;Banco Falabella;2006;noviembre;5; $83.578 
1188;Banco Falabella;2006;diciembre;5; $68.070 
1189;Banco Falabella;2007;enero;4; $39.734 
1190;Banco Falabella;2007;febrero;2; $83.003 
1191;Banco Falabella;2007;marzo;2; $36.829 
1192;Banco Falabella;2007;abril;1; $60.467 
1193;Banco Falabella;2007;mayo;2; $34.905 
1194;Banco Falabella;2007;junio;2; $39.014 
1195;Banco Falabella;2007;julio;3; $47.694 
1196;Banco Falabella;2007;agosto;1; $42.539 
1197;Banco Falabella;2007;septiembre;4; $74.617 
1198;Banco Falabella;2007;octubre;1; $8.608 
1199;Banco Falabella;2007;noviembre;3; $86.498 
1200;Banco Falabella;2007;diciembre;0; $- 
1201;Banco Falabella;2008;enero;3; $85.510 
1202;Banco Falabella;2008;febrero;1; $93.034 
1203;Banco Falabella;2008;marzo;4; $23.446 
1204;Banco Falabella;2008;abril;3; $48.612 
1205;Banco Falabella;2008;mayo;5; $29.842 
1206;Banco Falabella;2008;junio;3; $96.655 
1207;Banco Falabella;2008;julio;1; $96.110 
1208;Banco Falabella;2008;agosto;3; $8.553 
1209;Banco Falabella;2008;septiembre;3; $55.043 
1210;Banco Falabella;2008;octubre;5; $31.256 
1211;Banco Falabella;2008;noviembre;2; $14.828 
1212;Banco Falabella;2008;diciembre;0; $- 
1213;Banco Falabella;2009;enero;2; $49.587 
1214;Banco Falabella;2009;febrero;4; $11.513 
1215;Banco Falabella;2009;marzo;1; $62.315 
1216;Banco Falabella;2009;abril;3; $85.754 
1217;Banco Falabella;2009;mayo;5; $86.146 
1218;Banco Falabella;2009;junio;0; $- 
1219;Banco Falabella;2009;julio;4; $52.437 
1220;Banco Falabella;2009;agosto;3; $53.027 
1221;Banco Falabella;2009;septiembre;5; $92.476 
1222;Banco Falabella;2009;octubre;0; $- 
1223;Banco Falabella;2009;noviembre;2; $7.571 
1224;Banco Falabella;2009;diciembre;2; $18.649 
1225;Banco Falabella;2010;enero;5; $37.600 
1226;Banco Falabella;2010;febrero;3; $71.005 
1227;Banco Falabella;2010;marzo;1; $30.803 
1228;Banco Falabella;2010;abril;5; $67.814 
1229;Banco Falabella;2010;mayo;0; $- 
1230;Banco Falabella;2010;junio;2; $46.987 
1231;Banco Falabella;2010;julio;3; $24.859 
1232;Banco Falabella;2010;agosto;4; $20.205 
1233;Banco Falabella;2010;septiembre;2; $31.589 
1234;Banco Falabella;2010;octubre;5; $33.781 
1235;Banco Falabella;2010;noviembre;4; $78.219 
1236;Banco Falabella;2010;diciembre;3; $65.790 
1237;Banco Falabella;2011;enero;4; $48.454 
1238;Banco Falabella;2011;febrero;1; $17.789 
1239;Banco Falabella;2011;marzo;2; $31.582 
1240;Banco Falabella;2011;abril;4; $32.867 
1241;Banco Falabella;2011;mayo;2; $38.934 
1242;Banco Falabella;2011;junio;2; $98.540 
1243;Banco Falabella;2011;julio;1; $85.970 
1244;Banco Falabella;2011;agosto;0; $- 
1245;Banco Falabella;2011;septiembre;1; $53.282 
1246;Banco Falabella;2011;octubre;4; $15.107 
1247;Banco Falabella;2011;noviembre;3; $90.638 
1248;Banco Falabella;2011;diciembre;5; $20.763 
1249;Banco Falabella;2012;enero;3; $23.624 
1250;Banco Falabella;2012;febrero;4; $34.529 
1251;Banco Falabella;2012;marzo;1; $23.673 
1252;Banco Falabella;2012;abril;1; $52.818 
1253;Banco Falabella;2012;mayo;2; $91.319 
1254;Banco Falabella;2012;junio;0; $- 
1255;Banco Falabella;2012;julio;4; $38.223 
1256;Banco Falabella;2012;agosto;2; $73.159 
1257;Banco Falabella;2012;septiembre;2; $57.744 
1258;Banco Falabella;2012;octubre;1; $13.499 
1259;Banco Falabella;2012;noviembre;2; $50.408 
1260;Banco Falabella;2012;diciembre;0; $- 
1261;Banco Falabella;2013;enero;4; $75.160 
1262;Banco Falabella;2013;febrero;0; $- 
1263;Banco Falabella;2013;marzo;4; $86.075 
1264;Banco Falabella;2013;abril;0; $- 
1265;Banco Falabella;2013;mayo;5; $10.481 
1266;Banco Falabella;2013;junio;3; $77.397 
1267;Banco Falabella;2013;julio;3; $41.809 
1268;Banco Falabella;2013;agosto;1; $97.132 
1269;Banco Falabella;2013;septiembre;1; $20.833 
1270;Banco Falabella;2013;octubre;0; $- 
1271;Banco Falabella;2013;noviembre;5; $74.208 
1272;Banco Falabella;2013;diciembre;2; $94.498 
1273;Banco Falabella;2014;enero;5; $67.703 
1274;Banco Falabella;2014;febrero;2; $86.118 
1275;Banco Falabella;2014;marzo;2; $27.435 
1276;Banco Falabella;2014;abril;2; $97.793 
1277;Banco Falabella;2014;mayo;0; $- 
1278;Banco Falabella;2014;junio;5; $58.176 
1279;Banco Falabella;2014;julio;1; $8.799 
1280;Banco Falabella;2014;agosto;1; $44.222 
1281;Banco Falabella;2014;septiembre;4; $33.760 
1282;Banco Falabella;2014;octubre;0; $- 
1283;Banco Falabella;2014;noviembre;4; $27.965 
1284;Banco Falabella;2014;diciembre;2; $7.114 
1285;Banco Falabella;2015;enero;2; $60.739 
1286;Banco Falabella;2015;febrero;0; $- 
1287;Banco Falabella;2015;marzo;0; $- 
1288;Banco Falabella;2015;abril;5; $55.840 
1289;Banco Falabella;2015;mayo;0; $- 
1290;Banco Falabella;2015;junio;4; $65.539 
1291;Banco Falabella;2015;julio;2; $45.794 
1292;Banco Falabella;2015;agosto;2; $35.875 
1293;Banco Falabella;2015;septiembre;5; $28.203 
1294;Banco Falabella;2015;octubre;5; $39.881 
1295;Banco Falabella;2015;noviembre;1; $50.544 
1296;Banco Falabella;2015;diciembre;1; $20.852 
1297;Banco Falabella;2016;enero;5; $80.207 
1298;Banco Falabella;2016;febrero;2; $15.835 
1299;Banco Falabella;2016;marzo;2; $55.294 
1300;Banco Falabella;2016;abril;3; $69.808 
1301;Banco Falabella;2016;mayo;0; $- 
1302;Banco Falabella;2016;junio;5; $45.774 
1303;Banco Falabella;2016;julio;2; $27.267 
1304;Banco Falabella;2016;agosto;2; $42.428 
1305;Banco Falabella;2016;septiembre;0; $- 
1306;Banco Falabella;2016;octubre;4; $8.322 
1307;Banco Falabella;2016;noviembre;1; $21.760 
1308;Banco Falabella;2016;diciembre;2; $90.996 
1309;Banco Falabella;2017;enero;1; $95.494 
1310;Banco Falabella;2017;febrero;4; $68.244 
1311;Banco Falabella;2017;marzo;0; $- 
1312;Banco Falabella;2017;abril;4; $50.992 
1313;Banco Falabella;2017;mayo;1; $76.309 
1314;Banco Falabella;2017;junio;0; $- 
1315;Banco Falabella;2017;julio;4; $71.102 
1316;Banco Falabella;2017;agosto;3; $35.493 
1317;Banco Falabella;2017;septiembre;0; $- 
1318;Banco Falabella;2017;octubre;5; $21.318 
1319;Banco Falabella;2017;noviembre;0; $- 
1320;Banco Falabella;2017;diciembre;5; $72.678 
1321;Banco Falabella;2018;enero;5; $73.251 
1322;Banco Falabella;2018;febrero;0; $- 
1323;Banco Falabella;2018;marzo;1; $80.393 
1324;Banco Falabella;2018;abril;3; $47.503 
1325;Banco Falabella;2018;mayo;0; $- 
1326;Banco Falabella;2018;junio;2; $33.478 
1327;Banco Falabella;2018;julio;4; $58.352 
1328;Banco Falabella;2018;agosto;1; $78.108 
1329;Banco Falabella;2018;septiembre;5; $77.677 
1330;Banco Falabella;2018;octubre;1; $94.492 
1331;Banco Falabella;2018;noviembre;5; $47.344 
1332;Banco Falabella;2018;diciembre;3; $28.318 
1333;Banco Falabella;2019;enero;0; $- 
1334;Banco Falabella;2019;febrero;2; $77.226 
1335;Banco Falabella;2019;marzo;2; $55.421 
1336;Banco Falabella;2019;abril;3; $73.684 
1337;Banco Falabella;2019;mayo;5; $32.722 
1338;Banco Falabella;2019;junio;4; $58.435 
1339;Banco Falabella;2019;julio;4; $25.017 
1340;Banco Falabella;2019;agosto;2; $95.782 
1341;Banco Falabella;2019;septiembre;0; $- 
1342;Banco Falabella;2019;octubre;3; $87.149 
1343;Banco Falabella;2019;noviembre;5; $87.255 
1344;Banco Falabella;2019;diciembre;2; $36.091 
1345;Banco Falabella;2020;enero;0; $- 
1346;Banco Falabella;2020;febrero;5; $69.776 
1347;Banco Falabella;2020;marzo;1; $46.583 
1348;Banco Falabella;2020;abril;3; $65.015 
1349;Banco Falabella;2020;mayo;4; $8.517 
1350;Banco Falabella;2020;junio;3; $62.548 
1351;Banco Falabella;2020;julio;5; $19.354 
1352;Banco Falabella;2020;agosto;1; $99.620 
1353;Banco Falabella;2020;septiembre;0; $- 
1354;Banco Falabella;2020;octubre;3; $12.447 
1355;Banco Falabella;2020;noviembre;5; $80.300 
1356;Banco Falabella;2020;diciembre;0; $- 
1357;Banco Falabella;2021;enero;0; $- 
1358;Banco Falabella;2021;febrero;0; $- 
1359;Banco Falabella;2021;marzo;2; $81.669 
1360;Banco Falabella;2021;abril;0; $- 
1361;Banco Falabella;2021;mayo;4; $80.664 
1362;Banco Falabella;2021;junio;4; $12.723 
1363;Banco Falabella;2021;julio;4; $71.745 
1364;Banco Falabella;2021;agosto;4; $91.036 
1365;Banco Falabella;2021;septiembre;4; $69.818 
1366;Banco Falabella;2021;octubre;1; $70.864 
1367;Banco Falabella;2021;noviembre;4; $15.857 
1368;Banco Falabella;2021;diciembre;5; $72.883 
1369;Banco Falabella;2022;enero;4; $66.714 
1370;Banco Falabella;2022;febrero;0; $- 
1371;Banco Falabella;2022;marzo;1; $80.135 
1372;Banco Falabella;2022;abril;0; $- 
1373;Banco Falabella;2022;mayo;5; $31.574 
1374;Banco Falabella;2022;junio;4; $88.677 
1375;Banco Falabella;2022;julio;0; $- 
1376;Banco Falabella;2022;agosto;0; $- 
1377;Banco Falabella;2022;septiembre;0; $- 
1378;Banco Falabella;2022;octubre;1; $6.710 
1379;Banco Falabella;2022;noviembre;2; $92.410 
1380;Banco Falabella;2022;diciembre;1; $23.696 
1381;Banco Internacional;2000;enero;4; $44.438 
1382;Banco Internacional;2000;febrero;0; $- 
1383;Banco Internacional;2000;marzo;2; $81.960 
1384;Banco Internacional;2000;abril;4; $83.869 
1385;Banco Internacional;2000;mayo;0; $- 
1386;Banco Internacional;2000;junio;0; $- 
1387;Banco Internacional;2000;julio;1; $56.504 
1388;Banco Internacional;2000;agosto;3; $80.054 
1389;Banco Internacional;2000;septiembre;1; $10.452 
1390;Banco Internacional;2000;octubre;1; $77.389 
1391;Banco Internacional;2000;noviembre;5; $55.909 
1392;Banco Internacional;2000;diciembre;0; $- 
1393;Banco Internacional;2001;enero;3; $28.484 
1394;Banco Internacional;2001;febrero;5; $32.943 
1395;Banco Internacional;2001;marzo;4; $60.656 
1396;Banco Internacional;2001;abril;5; $62.850 
1397;Banco Internacional;2001;mayo;3; $82.546 
1398;Banco Internacional;2001;junio;4; $27.653 
1399;Banco Internacional;2001;julio;1; $74.408 
1400;Banco Internacional;2001;agosto;4; $97.550 
1401;Banco Internacional;2001;septiembre;2; $68.023 
1402;Banco Internacional;2001;octubre;3; $52.843 
1403;Banco Internacional;2001;noviembre;3; $47.005 
1404;Banco Internacional;2001;diciembre;1; $39.381 
1405;Banco Internacional;2002;enero;3; $55.845 
1406;Banco Internacional;2002;febrero;0; $- 
1407;Banco Internacional;2002;marzo;4; $83.860 
1408;Banco Internacional;2002;abril;3; $78.145 
1409;Banco Internacional;2002;mayo;3; $21.046 
1410;Banco Internacional;2002;junio;5; $28.670 
1411;Banco Internacional;2002;julio;3; $58.918 
1412;Banco Internacional;2002;agosto;1; $7.290 
1413;Banco Internacional;2002;septiembre;4; $34.035 
1414;Banco Internacional;2002;octubre;5; $25.824 
1415;Banco Internacional;2002;noviembre;3; $81.362 
1416;Banco Internacional;2002;diciembre;2; $68.080 
1417;Banco Internacional;2003;enero;4; $77.399 
1418;Banco Internacional;2003;febrero;4; $38.912 
1419;Banco Internacional;2003;marzo;1; $74.192 
1420;Banco Internacional;2003;abril;4; $9.475 
1421;Banco Internacional;2003;mayo;5; $89.388 
1422;Banco Internacional;2003;junio;5; $42.069 
1423;Banco Internacional;2003;julio;0; $- 
1424;Banco Internacional;2003;agosto;5; $29.984 
1425;Banco Internacional;2003;septiembre;3; $43.904 
1426;Banco Internacional;2003;octubre;4; $30.789 
1427;Banco Internacional;2003;noviembre;5; $45.403 
1428;Banco Internacional;2003;diciembre;5; $42.667 
1429;Banco Internacional;2004;enero;4; $42.732 
1430;Banco Internacional;2004;febrero;0; $- 
1431;Banco Internacional;2004;marzo;0; $- 
1432;Banco Internacional;2004;abril;3; $79.341 
1433;Banco Internacional;2004;mayo;5; $57.373 
1434;Banco Internacional;2004;junio;3; $30.947 
1435;Banco Internacional;2004;julio;0; $- 
1436;Banco Internacional;2004;agosto;4; $43.035 
1437;Banco Internacional;2004;septiembre;2; $42.451 
1438;Banco Internacional;2004;octubre;3; $95.488 
1439;Banco Internacional;2004;noviembre;2; $37.400 
1440;Banco Internacional;2004;diciembre;2; $43.320 
1441;Banco Internacional;2005;enero;0; $- 
1442;Banco Internacional;2005;febrero;3; $85.846 
1443;Banco Internacional;2005;marzo;3; $99.704 
1444;Banco Internacional;2005;abril;3; $99.995 
1445;Banco Internacional;2005;mayo;3; $70.110 
1446;Banco Internacional;2005;junio;0; $- 
1447;Banco Internacional;2005;julio;4; $48.504 
1448;Banco Internacional;2005;agosto;2; $78.837 
1449;Banco Internacional;2005;septiembre;3; $53.178 
1450;Banco Internacional;2005;octubre;1; $60.460 
1451;Banco Internacional;2005;noviembre;4; $75.008 
1452;Banco Internacional;2005;diciembre;5; $47.649 
1453;Banco Internacional;2006;enero;2; $34.137 
1454;Banco Internacional;2006;febrero;2; $34.407 
1455;Banco Internacional;2006;marzo;1; $39.903 
1456;Banco Internacional;2006;abril;3; $80.903 
1457;Banco Internacional;2006;mayo;4; $16.454 
1458;Banco Internacional;2006;junio;3; $29.432 
1459;Banco Internacional;2006;julio;3; $53.977 
1460;Banco Internacional;2006;agosto;0; $- 
1461;Banco Internacional;2006;septiembre;4; $97.531 
1462;Banco Internacional;2006;octubre;2; $65.235 
1463;Banco Internacional;2006;noviembre;0; $- 
1464;Banco Internacional;2006;diciembre;0; $- 
1465;Banco Internacional;2007;enero;0; $- 
1466;Banco Internacional;2007;febrero;0; $- 
1467;Banco Internacional;2007;marzo;2; $39.715 
1468;Banco Internacional;2007;abril;4; $39.633 
1469;Banco Internacional;2007;mayo;4; $36.765 
1470;Banco Internacional;2007;junio;4; $71.259 
1471;Banco Internacional;2007;julio;4; $68.976 
1472;Banco Internacional;2007;agosto;0; $- 
1473;Banco Internacional;2007;septiembre;2; $59.929 
1474;Banco Internacional;2007;octubre;5; $58.377 
1475;Banco Internacional;2007;noviembre;2; $48.527 
1476;Banco Internacional;2007;diciembre;4; $50.028 
1477;Banco Internacional;2008;enero;4; $76.657 
1478;Banco Internacional;2008;febrero;3; $26.976 
1479;Banco Internacional;2008;marzo;1; $34.645 
1480;Banco Internacional;2008;abril;4; $77.995 
1481;Banco Internacional;2008;mayo;1; $47.514 
1482;Banco Internacional;2008;junio;0; $- 
1483;Banco Internacional;2008;julio;2; $83.294 
1484;Banco Internacional;2008;agosto;0; $- 
1485;Banco Internacional;2008;septiembre;1; $40.745 
1486;Banco Internacional;2008;octubre;4; $63.955 
1487;Banco Internacional;2008;noviembre;2; $75.386 
1488;Banco Internacional;2008;diciembre;3; $39.279 
1489;Banco Internacional;2009;enero;2; $93.594 
1490;Banco Internacional;2009;febrero;2; $40.517 
1491;Banco Internacional;2009;marzo;3; $85.383 
1492;Banco Internacional;2009;abril;1; $81.572 
1493;Banco Internacional;2009;mayo;2; $36.909 
1494;Banco Internacional;2009;junio;0; $- 
1495;Banco Internacional;2009;julio;5; $56.023 
1496;Banco Internacional;2009;agosto;0; $- 
1497;Banco Internacional;2009;septiembre;3; $68.924 
1498;Banco Internacional;2009;octubre;4; $62.264 
1499;Banco Internacional;2009;noviembre;4; $41.230 
1500;Banco Internacional;2009;diciembre;4; $10.449 
1501;Banco Internacional;2010;enero;1; $99.013 
1502;Banco Internacional;2010;febrero;1; $62.228 
1503;Banco Internacional;2010;marzo;1; $76.364 
1504;Banco Internacional;2010;abril;0; $- 
1505;Banco Internacional;2010;mayo;2; $75.363 
1506;Banco Internacional;2010;junio;4; $85.534 
1507;Banco Internacional;2010;julio;2; $39.590 
1508;Banco Internacional;2010;agosto;0; $- 
1509;Banco Internacional;2010;septiembre;5; $47.583 
1510;Banco Internacional;2010;octubre;5; $69.487 
1511;Banco Internacional;2010;noviembre;0; $- 
1512;Banco Internacional;2010;diciembre;2; $49.250 
1513;Banco Internacional;2011;enero;5; $44.016 
1514;Banco Internacional;2011;febrero;4; $29.511 
1515;Banco Internacional;2011;marzo;3; $56.521 
1516;Banco Internacional;2011;abril;1; $80.975 
1517;Banco Internacional;2011;mayo;4; $22.289 
1518;Banco Internacional;2011;junio;4; $77.081 
1519;Banco Internacional;2011;julio;3; $59.352 
1520;Banco Internacional;2011;agosto;0; $- 
1521;Banco Internacional;2011;septiembre;3; $72.042 
1522;Banco Internacional;2011;octubre;4; $11.833 
1523;Banco Internacional;2011;noviembre;4; $23.654 
1524;Banco Internacional;2011;diciembre;3; $61.434 
1525;Banco Internacional;2012;enero;2; $78.679 
1526;Banco Internacional;2012;febrero;3; $24.103 
1527;Banco Internacional;2012;marzo;3; $68.216 
1528;Banco Internacional;2012;abril;0; $- 
1529;Banco Internacional;2012;mayo;2; $61.856 
1530;Banco Internacional;2012;junio;3; $28.419 
1531;Banco Internacional;2012;julio;2; $10.757 
1532;Banco Internacional;2012;agosto;3; $99.437 
1533;Banco Internacional;2012;septiembre;5; $38.864 
1534;Banco Internacional;2012;octubre;4; $11.309 
1535;Banco Internacional;2012;noviembre;1; $75.344 
1536;Banco Internacional;2012;diciembre;2; $56.537 
1537;Banco Internacional;2013;enero;4; $22.061 
1538;Banco Internacional;2013;febrero;1; $22.155 
1539;Banco Internacional;2013;marzo;3; $62.855 
1540;Banco Internacional;2013;abril;3; $24.504 
1541;Banco Internacional;2013;mayo;5; $87.175 
1542;Banco Internacional;2013;junio;3; $21.220 
1543;Banco Internacional;2013;julio;5; $73.818 
1544;Banco Internacional;2013;agosto;2; $83.360 
1545;Banco Internacional;2013;septiembre;1; $70.959 
1546;Banco Internacional;2013;octubre;0; $- 
1547;Banco Internacional;2013;noviembre;2; $85.125 
1548;Banco Internacional;2013;diciembre;1; $46.095 
1549;Banco Internacional;2014;enero;5; $7.503 
1550;Banco Internacional;2014;febrero;4; $65.981 
1551;Banco Internacional;2014;marzo;3; $54.689 
1552;Banco Internacional;2014;abril;5; $88.642 
1553;Banco Internacional;2014;mayo;0; $- 
1554;Banco Internacional;2014;junio;2; $91.331 
1555;Banco Internacional;2014;julio;3; $18.165 
1556;Banco Internacional;2014;agosto;2; $76.894 
1557;Banco Internacional;2014;septiembre;2; $49.217 
1558;Banco Internacional;2014;octubre;0; $- 
1559;Banco Internacional;2014;noviembre;1; $6.945 
1560;Banco Internacional;2014;diciembre;0; $- 
1561;Banco Internacional;2015;enero;0; $- 
1562;Banco Internacional;2015;febrero;0; $- 
1563;Banco Internacional;2015;marzo;5; $60.320 
1564;Banco Internacional;2015;abril;0; $- 
1565;Banco Internacional;2015;mayo;0; $- 
1566;Banco Internacional;2015;junio;1; $93.821 
1567;Banco Internacional;2015;julio;2; $19.050 
1568;Banco Internacional;2015;agosto;2; $87.690 
1569;Banco Internacional;2015;septiembre;1; $20.810 
1570;Banco Internacional;2015;octubre;4; $99.487 
1571;Banco Internacional;2015;noviembre;5; $54.655 
1572;Banco Internacional;2015;diciembre;0; $- 
1573;Banco Internacional;2016;enero;2; $24.233 
1574;Banco Internacional;2016;febrero;4; $26.037 
1575;Banco Internacional;2016;marzo;4; $96.705 
1576;Banco Internacional;2016;abril;0; $- 
1577;Banco Internacional;2016;mayo;3; $13.057 
1578;Banco Internacional;2016;junio;4; $26.913 
1579;Banco Internacional;2016;julio;4; $34.002 
1580;Banco Internacional;2016;agosto;4; $93.509 
1581;Banco Internacional;2016;septiembre;2; $91.505 
1582;Banco Internacional;2016;octubre;5; $71.485 
1583;Banco Internacional;2016;noviembre;0; $- 
1584;Banco Internacional;2016;diciembre;4; $82.475 
1585;Banco Internacional;2017;enero;3; $53.115 
1586;Banco Internacional;2017;febrero;2; $72.323 
1587;Banco Internacional;2017;marzo;4; $47.008 
1588;Banco Internacional;2017;abril;1; $5.192 
1589;Banco Internacional;2017;mayo;4; $13.705 
1590;Banco Internacional;2017;junio;2; $66.167 
1591;Banco Internacional;2017;julio;2; $24.375 
1592;Banco Internacional;2017;agosto;1; $17.069 
1593;Banco Internacional;2017;septiembre;0; $- 
1594;Banco Internacional;2017;octubre;0; $- 
1595;Banco Internacional;2017;noviembre;4; $67.548 
1596;Banco Internacional;2017;diciembre;1; $20.990 
1597;Banco Internacional;2018;enero;5; $93.706 
1598;Banco Internacional;2018;febrero;4; $95.870 
1599;Banco Internacional;2018;marzo;3; $29.673 
1600;Banco Internacional;2018;abril;4; $50.275 
1601;Banco Internacional;2018;mayo;3; $85.257 
1602;Banco Internacional;2018;junio;5; $24.831 
1603;Banco Internacional;2018;julio;1; $13.903 
1604;Banco Internacional;2018;agosto;3; $95.576 
1605;Banco Internacional;2018;septiembre;4; $94.777 
1606;Banco Internacional;2018;octubre;2; $6.238 
1607;Banco Internacional;2018;noviembre;5; $41.260 
1608;Banco Internacional;2018;diciembre;5; $21.039 
1609;Banco Internacional;2019;enero;4; $25.868 
1610;Banco Internacional;2019;febrero;1; $7.125 
1611;Banco Internacional;2019;marzo;0; $- 
1612;Banco Internacional;2019;abril;4; $55.569 
1613;Banco Internacional;2019;mayo;4; $74.343 
1614;Banco Internacional;2019;junio;3; $51.347 
1615;Banco Internacional;2019;julio;1; $68.875 
1616;Banco Internacional;2019;agosto;3; $63.717 
1617;Banco Internacional;2019;septiembre;1; $40.200 
1618;Banco Internacional;2019;octubre;4; $30.481 
1619;Banco Internacional;2019;noviembre;2; $26.436 
1620;Banco Internacional;2019;diciembre;3; $47.898 
1621;Banco Internacional;2020;enero;1; $25.518 
1622;Banco Internacional;2020;febrero;0; $- 
1623;Banco Internacional;2020;marzo;0; $- 
1624;Banco Internacional;2020;abril;2; $37.012 
1625;Banco Internacional;2020;mayo;1; $93.335 
1626;Banco Internacional;2020;junio;2; $56.224 
1627;Banco Internacional;2020;julio;2; $39.282 
1628;Banco Internacional;2020;agosto;3; $34.919 
1629;Banco Internacional;2020;septiembre;2; $17.658 
1630;Banco Internacional;2020;octubre;4; $8.982 
1631;Banco Internacional;2020;noviembre;0; $- 
1632;Banco Internacional;2020;diciembre;1; $77.494 
1633;Banco Internacional;2021;enero;5; $39.996 
1634;Banco Internacional;2021;febrero;5; $10.288 
1635;Banco Internacional;2021;marzo;4; $74.708 
1636;Banco Internacional;2021;abril;1; $91.539 
1637;Banco Internacional;2021;mayo;2; $66.757 
1638;Banco Internacional;2021;junio;5; $13.004 
1639;Banco Internacional;2021;julio;4; $21.235 
1640;Banco Internacional;2021;agosto;3; $53.904 
1641;Banco Internacional;2021;septiembre;5; $94.947 
1642;Banco Internacional;2021;octubre;1; $28.076 
1643;Banco Internacional;2021;noviembre;4; $77.521 
1644;Banco Internacional;2021;diciembre;3; $82.521 
1645;Banco Internacional;2022;enero;3; $89.748 
1646;Banco Internacional;2022;febrero;5; $12.371 
1647;Banco Internacional;2022;marzo;3; $48.508 
1648;Banco Internacional;2022;abril;0; $- 
1649;Banco Internacional;2022;mayo;5; $29.097 
1650;Banco Internacional;2022;junio;3; $22.960 
1651;Banco Internacional;2022;julio;4; $69.921 
1652;Banco Internacional;2022;agosto;0; $- 
1653;Banco Internacional;2022;septiembre;0; $- 
1654;Banco Internacional;2022;octubre;5; $26.170 
1655;Banco Internacional;2022;noviembre;5; $66.369 
1656;Banco Internacional;2022;diciembre;4; $26.687 
1657;Banco Santander;2000;enero;2; $12.397 
1658;Banco Santander;2000;febrero;3; $36.120 
1659;Banco Santander;2000;marzo;1; $27.683 
1660;Banco Santander;2000;abril;4; $72.920 
1661;Banco Santander;2000;mayo;1; $39.396 
1662;Banco Santander;2000;junio;2; $30.650 
1663;Banco Santander;2000;julio;0; $- 
1664;Banco Santander;2000;agosto;5; $96.767 
1665;Banco Santander;2000;septiembre;0; $- 
1666;Banco Santander;2000;octubre;3; $19.385 
1667;Banco Santander;2000;noviembre;2; $15.637 
1668;Banco Santander;2000;diciembre;3; $73.564 
1669;Banco Santander;2001;enero;5; $29.689 
1670;Banco Santander;2001;febrero;0; $- 
1671;Banco Santander;2001;marzo;0; $- 
1672;Banco Santander;2001;abril;4; $38.609 
1673;Banco Santander;2001;mayo;5; $73.141 
1674;Banco Santander;2001;junio;1; $7.294 
1675;Banco Santander;2001;julio;0; $- 
1676;Banco Santander;2001;agosto;2; $16.851 
1677;Banco Santander;2001;septiembre;0; $- 
1678;Banco Santander;2001;octubre;4; $38.012 
1679;Banco Santander;2001;noviembre;4; $27.316 
1680;Banco Santander;2001;diciembre;5; $40.047 
1681;Banco Santander;2002;enero;2; $16.699 
1682;Banco Santander;2002;febrero;0; $- 
1683;Banco Santander;2002;marzo;3; $40.951 
1684;Banco Santander;2002;abril;2; $36.751 
1685;Banco Santander;2002;mayo;3; $82.322 
1686;Banco Santander;2002;junio;2; $98.065 
1687;Banco Santander;2002;julio;0; $- 
1688;Banco Santander;2002;agosto;3; $45.091 
1689;Banco Santander;2002;septiembre;2; $23.848 
1690;Banco Santander;2002;octubre;2; $33.975 
1691;Banco Santander;2002;noviembre;3; $98.875 
1692;Banco Santander;2002;diciembre;1; $51.001 
1693;Banco Santander;2003;enero;0; $- 
1694;Banco Santander;2003;febrero;4; $91.708 
1695;Banco Santander;2003;marzo;2; $77.615 
1696;Banco Santander;2003;abril;1; $57.690 
1697;Banco Santander;2003;mayo;5; $7.322 
1698;Banco Santander;2003;junio;4; $60.669 
