Magnitud,Lugar,Fecha_Tiempo,Tipo_Magnitud,Tipo_Catastrofe,Longitud,Latitud,Profundidad
1.03,"6km ESE of Cholame, CA",1970-01-20 01:20:21.897520,md,earthquake,-120.246,35.6945,8.68
1.17,"2 km S of Kapowsin, Washington",1970-01-20 01:20:21.790420,ml,explosion,-122.2315,46.9625,-0.53
0.65,"22km ESE of Little Lake, CA",1970-01-20 01:20:21.778930,ml,earthquake,-117.683,35.8483333,7.72
1.0,"135 km ESE of McCarthy, Alaska",1970-01-20 01:20:21.598962,ml,earthquake,-140.4578,61.1588,2.3
1.88,"15 km SSE of Sunnyside, Utah",1970-01-20 01:20:21.191050,md,earthquake,-110.3113333,39.4246667,-1.64
1.86,"46km NE of Holtville, CA",1970-01-20 01:20:20.686900,ml,quarry blast,-114.989,33.056,-0.2
3.1,"22 km ENE of Wright, Wyoming",1970-01-20 01:20:20.504349,ml,mining explosion,-105.2357,43.8367,0.0
1.3,"97 km NNW of Yakutat, Alaska",1970-01-20 01:20:20.168726,ml,earthquake,-140.672,60.2789,6.6
1.3,"13 km WNW of Petersville, Alaska",1970-01-20 01:20:19.673067,ml,earthquake,-151.0191,62.5367,78.4
1.23,"3km SW of Clayton, CA",1970-01-20 01:20:19.119830,md,quarry blast,-121.9576667,37.9178333,-0.26
0.8,"38 km S of Denali National Park, Alaska",1970-01-20 01:20:18.988857,ml,earthquake,-151.6865,63.1917,13.7
1.03,"7km SSE of Home Gardens, CA",1970-01-20 01:20:18.794580,ml,quarry blast,-117.48,33.8241667,-0.51
1.2,"50 km SSE of Denali National Park, Alaska",1970-01-20 01:20:18.669876,ml,earthquake,-151.2861,63.1303,6.5
1.37,"2km NNE of The Geysers, CA",1970-01-20 01:20:18.561960,md,earthquake,-122.7473333,38.7941667,2.13
1.28,"18km SSE of Mammoth Lakes, CA",1970-01-20 01:20:18.460610,md,earthquake,-118.8758333,37.5,-0.51
1.0,"57 km NE of Kobuk, Alaska",1970-01-20 01:20:17.922473,ml,earthquake,-156.1364,67.3312,2.6
0.78,"14km NE of Coso Junction, CA",1970-01-20 01:20:17.855370,ml,earthquake,-117.8333333,36.1313333,2.47
0.7,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:17.538130,md,earthquake,-118.8631667,37.6456667,4.29
0.81,"1km E of Yucaipa, CA",1970-01-20 01:20:17.441780,ml,earthquake,-117.032,34.0351667,13.14
1.6,"58 km SSE of Adak, Alaska",1970-01-20 01:20:17.390609,ml,earthquake,-176.1633,51.4387,32.1
1.12,"1km NE of Yucaipa, CA",1970-01-20 01:20:17.293840,ml,earthquake,-117.0381667,34.0388333,9.64
1.6,"51 km WNW of Beluga, Alaska",1970-01-20 01:20:17.143376,ml,earthquake,-151.9392,61.3414,92.3
0.48,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:17.141060,md,earthquake,-118.8605,37.646,3.37
1.94,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:17.063350,md,earthquake,-118.8593333,37.6413333,5.7
1.0,"6km NW of The Geysers, CA",1970-01-20 01:20:17.024130,md,earthquake,-122.8043365,38.8193321,3.0
1.72,"4km SSE of Home Gardens, CA",1970-01-20 01:20:17.011620,ml,quarry blast,-117.4978333,33.8491667,2.29
1.8,"55 km NNE of Kobuk, Alaska",1970-01-20 01:20:16.921999,ml,earthquake,-156.1848,67.3206,4.0
2.12,"1km ENE of Yucaipa, CA",1970-01-20 01:20:16.828800,ml,earthquake,-117.0356667,34.0363333,12.88
1.71,"4 km ENE of Kittitas, Washington",1970-01-20 01:20:16.589550,ml,explosion,-120.36183333333334,46.99366666666667,-0.93
4.4,"37 km WSW of F?rs?n, Iran",1970-01-20 01:20:16.537527,mb,earthquake,50.2177,32.0854,10.0
1.6,"38 km NW of Ninilchik, Alaska",1970-01-20 01:20:16.492727,ml,earthquake,-152.1149,60.3169,91.1
1.1,"44 km NW of Tatitlek, Alaska",1970-01-20 01:20:16.289580,ml,earthquake,-147.2752,61.1361,15.0
1.17,"5 km SE of Alder, Montana",1970-01-20 01:20:16.167400,ml,quarry blast,-112.0495,45.2926667,-2.0
1.1,"131 km ESE of McCarthy, Alaska",1970-01-20 01:20:15.985721,ml,earthquake,-140.5326,61.1707,1.5
1.96,"3 km SE of P?hala, Hawaii",1970-01-20 01:20:15.920320,ml,earthquake,-155.457000732422,19.1831665039062,34.9700012207031
0.42,"6km NW of The Geysers, CA",1970-01-20 01:20:15.707080,md,earthquake,-122.8043333,38.8223333,3.82
4.6,Kermadec Islands region,1970-01-20 01:20:15.358672,mb,earthquake,-176.2405,-27.6503,10.0
2.1500001,"1 km SSW of P?hala, Hawaii",1970-01-20 01:20:15.272320,md,earthquake,-155.482330322266,19.1868324279785,32.8199996948242
-0.73,"62 km ENE of Pedro Bay, Alaska",1970-01-20 01:20:15.009350,ml,earthquake,-153.082333333333,60.0111666666667,4.61
0.9,"8km WNW of Cobb, CA",1970-01-20 01:20:14.786050,md,earthquake,-122.8095016,38.8370018,1.61
2.09,"14km ESE of Hidden Valley Lake, CA",1970-01-20 01:20:13.847460,md,earthquake,-122.4141667,38.7613333,7.21
1.64,"Rat Islands, Aleutian Islands, Alaska",1970-01-20 01:20:13.755820,ml,earthquake,178.268333333333,52.0265,6.81
4.5,Reykjanes Ridge,1970-01-20 01:20:13.596904,mb,earthquake,-34.4062,56.114,10.0
4.4,"97 km NE of Amahai, Indonesia",1970-01-20 01:20:13.445701,mb,earthquake,129.6458,-2.8384,10.0
4.4,"102 km NE of Amahai, Indonesia",1970-01-20 01:20:13.415849,mb,earthquake,129.6459,-2.7654,10.0
4.4,"94 km NE of Amahai, Indonesia",1970-01-20 01:20:13.324301,mb,earthquake,129.5032,-2.7234,10.0
5.0,South Sandwich Islands region,1970-01-20 01:20:13.183438,mb,earthquake,-25.7965,-57.4565,72.49
2.6,"28 km ENE of Chase, Alaska",1970-01-20 01:20:12.817154,ml,earthquake,-149.5994,62.5455,0.4
1.13,"3km N of Fontana, CA",1970-01-20 01:20:12.134760,ml,earthquake,-117.4586667,34.1253333,6.83
0.8,"26 km WNW of Minto, Alaska",1970-01-20 01:20:11.810540,ml,earthquake,-149.8737,65.2358,10.7
1.78,"5 km ESE of Elgin, South Carolina",1970-01-20 01:20:11.723620,md,earthquake,-80.7381667,34.1481667,2.83
0.7,"49 km E of Denali National Park, Alaska",1970-01-20 01:20:11.618378,ml,earthquake,-150.7392,63.5769,16.2
4.6,south of the Kermadec Islands,1970-01-20 01:20:11.551773,mb,earthquake,-178.6008,-33.9464,10.0
1.09,"6km WNW of Cobb, CA",1970-01-20 01:20:11.466740,md,earthquake,-122.7913361,38.8339996,1.95
0.9,"6 km SW of Healy, Alaska",1970-01-20 01:20:10.690447,ml,earthquake,-149.0617,63.8167,12.8
1.86,"19 km N of P?hala, Hawaii",1970-01-20 01:20:10.671010,ml,earthquake,-155.460006713867,19.3801670074463,8.40999984741211
0.6,"6 km ENE of Coleville, California",1970-01-20 01:20:10.527959,ml,earthquake,-119.4357,38.585,6.9
1.7,"4 km SSE of Big Lake, Alaska",1970-01-20 01:20:09.834581,ml,earthquake,-149.9116,61.4839,35.3
1.01,"7 km SW of Corinne, Utah",1970-01-20 01:20:09.617260,md,earthquake,-112.1746667,41.5106667,8.06
0.56,"5 km SW of Hebgen Lake Estates, Montana",1970-01-20 01:20:09.176070,md,earthquake,-111.2453333,44.7416667,15.15
1.97,"8 km SSE of Guánica, Puerto Rico",1970-01-20 01:20:09.153670,md,earthquake,-66.8758333333333,17.9033333333333,15.76
4.5,"Kermadec Islands, New Zealand",1970-01-20 01:20:09.132041,mb,earthquake,-177.4669,-30.1375,10.0
0.29,"6 km WSW of Hebgen Lake Estates, Montana",1970-01-20 01:20:08.996750,md,earthquake,-111.2685,44.742,16.94
1.3,"80 km W of Adak, Alaska",1970-01-20 01:20:08.624611,ml,earthquake,-177.8023,51.8527,7.6
1.72,"8 km ENE of P?hala, Hawaii",1970-01-20 01:20:08.110530,ml,earthquake,-155.405838012695,19.2441673278809,31.1299991607666
1.12,"8km NW of The Geysers, CA",1970-01-20 01:20:07.780150,md,earthquake,-122.819664,38.8351669,1.2
-0.46,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:07.102310,md,earthquake,-118.868,37.6533333,2.77
0.15,"5km NNW of The Geysers, CA",1970-01-20 01:20:06.970910,md,earthquake,-122.786,38.8121667,2.71
2.0,"8 km NNE of Toyah, Texas",1970-01-20 01:20:06.512010,ml,earthquake,-103.7647002,31.38455274,7.057055663999999
1.01,"35 km NE of Oakridge, Oregon",1970-01-20 01:20:06.241800,ml,earthquake,-122.123,43.948166666666665,34.47
4.9,"Kepulauan Barat Daya, Indonesia",1970-01-20 01:20:06.100043,mb,earthquake,128.4929,-7.3962,152.45
2.0,"66 km SE of Adak, Alaska",1970-01-20 01:20:05.875826,ml,earthquake,-175.9404,51.4649,29.4
0.8,"23km ESE of Anza, CA",1970-01-20 01:20:05.290190,ml,earthquake,-116.445,33.4811667,11.07
0.37,"2km NNE of The Geysers, CA",1970-01-20 01:20:05.228090,md,earthquake,-122.7488327,38.7953339,2.17
1.6,"75 km S of Kaktovik, Alaska",1970-01-20 01:20:04.902433,ml,earthquake,-143.8737,69.463,14.5
2.1,"56 km S of Whites City, New Mexico",1970-01-20 01:20:04.614084,ml,earthquake,-104.3916233,31.669052,6.414355469
0.37,"11km E of Mammoth Lakes, CA",1970-01-20 01:20:04.275220,md,earthquake,-118.8573333,37.645,2.7
1.2,"15 km SSE of Sunnyside, Utah",1970-01-20 01:20:03.779640,md,earthquake,-110.3145,39.4225,-1.34
-0.38,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:03.737150,md,earthquake,-118.8646667,37.6508333,2.79
1.84000003,"9 km SE of P?hala, Hawaii",1970-01-20 01:20:03.381660,md,earthquake,-155.425506591797,19.1333332061768,31.6900005340576
1.06,"3km SE of Mentone, CA",1970-01-20 01:20:03.343310,ml,earthquake,-117.1168333,34.0501667,12.33
0.41,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:03.207760,md,earthquake,-118.86,37.6448333,3.62
0.85,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:03.153540,md,earthquake,-118.8598333,37.6396667,5.21
1.03,"14 km ESE of Lincoln, Montana",1970-01-20 01:20:03.067750,ml,earthquake,-112.506,46.8995,15.25
1.7,"74 km S of Kaktovik, Alaska",1970-01-20 01:20:02.982316,ml,earthquake,-143.6012,69.4668,24.1
3.71,"87 km N of Charlotte Amalie, U.S. Virgin Islands",1970-01-20 01:20:02.419900,md,earthquake,-65.001,19.1323,27.0
-0.4,"10km E of Mammoth Lakes, CA",1970-01-20 01:20:02.265490,md,earthquake,-118.8621667,37.6451667,3.47
2.33,"8 km SE of P?hala, Hawaii",1970-01-20 01:20:02.166680,ml,earthquake,-155.421493530273,19.1473331451416,33.560001373291
1.3,"52 km SSE of Denali National Park, Alaska",1970-01-20 01:20:01.482493,ml,earthquake,-151.4596,63.0867,13.8
0.85,"8km NW of The Geysers, CA",1970-01-20 01:20:00.651760,md,earthquake,-122.8320007,38.8238335,3.41
2.37,"23 km WNW of Stanley, Idaho",1970-01-20 01:20:00.383590,ml,earthquake,-115.1955,44.3278333,10.34
0.23,"13km WNW of Anza, CA",1970-01-20 01:19:59.999290,ml,earthquake,-116.8026667,33.5913333,8.14
2.52,"3 km SW of Guánica, Puerto Rico",1970-01-20 01:19:59.809650,md,earthquake,-66.933,17.951,12.83
0.24,"10km E of Mammoth Lakes, CA",1970-01-20 01:19:59.753440,md,earthquake,-118.8611667,37.6451667,3.7
4.4,"109 km SSW of Labuan, Indonesia",1970-01-20 01:19:59.657791,mwr,earthquake,105.2812,-7.206,42.17
1.88999999,"7 km E of P?hala, Hawaii",1970-01-20 01:19:59.603210,md,earthquake,-155.408340454102,19.1898326873779,32.7700004577637
0.72,"16 km NNE of Morrison, Oklahoma",1970-01-20 01:19:59.467019,ml,earthquake,-96.944,36.4325,7.47
2.8,"Rat Islands, Aleutian Islands, Alaska",1970-01-20 01:19:59.367999,ml,earthquake,178.27,51.9497,4.6
1.64,"26 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:19:59.186240,md,earthquake,-155.6085,19.469,9.83
0.58,"8km S of Idyllwild, CA",1970-01-20 01:19:59.001640,ml,earthquake,-116.7038333,33.6663333,15.52
-0.43,"10km ENE of Mammoth Lakes, CA",1970-01-20 01:19:58.951940,md,earthquake,-118.8716667,37.6576667,1.21
0.66,"18km NNW of Borrego Springs, CA",1970-01-20 01:19:58.447350,ml,earthquake,-116.4175,33.4153333,13.96
-0.53,"10km ENE of Mammoth Lakes, CA",1970-01-20 01:19:57.767770,md,earthquake,-118.8756667,37.661,0.23
1.03,"8km NW of The Geysers, CA",1970-01-20 01:19:57.629510,md,earthquake,-122.817337,38.8330002,1.45
1.0,"11km SSE of Sunol, CA",1970-01-20 01:19:57.463250,md,earthquake,-121.829,37.5208333,4.49
0.83,"58 km W of Adak, Alaska",1970-01-20 01:19:57.261530,ml,earthquake,-177.480833333333,51.874,1.57
2.1,"8 km NW of Prague, Oklahoma",1970-01-20 01:19:57.088870,ml,earthquake,-96.74766667,35.54283333,7.8
2.3,"83 km SSE of King Cove, Alaska",1970-01-20 01:19:56.698213,ml,earthquake,-161.6477,54.4143,13.5
1.23,"9 km WSW of Maxville, Montana",1970-01-20 01:19:56.152010,ml,earthquake,-113.3461667,46.4358333,2.23
1.05,"16km SW of Toms Place, CA",1970-01-20 01:19:55.998570,md,earthquake,-118.8105,37.468,7.07
0.59,"16km ESE of Anza, CA",1970-01-20 01:19:55.860370,ml,earthquake,-116.5223333,33.4888333,14.17
0.25,"4km NW of The Geysers, CA",1970-01-20 01:19:55.453870,md,earthquake,-122.7898333,38.802,3.28
4.2,"143 km SSE of Kuril’sk, Russia",1970-01-20 01:19:55.348236,mb,earthquake,148.634,44.0543,33.49
1.5,"55 km WNW of Ninilchik, Alaska",1970-01-20 01:19:54.893764,ml,earthquake,-152.5542,60.2713,94.1
4.7,"197 km NE of Fais, Micronesia",1970-01-20 01:19:54.815881,mb,earthquake,141.6713,11.1457,10.0
0.9,"27 km SSE of Mina, Nevada",1970-01-20 01:19:54.398477,ml,earthquake,-117.9521,38.1744,5.3
0.71,"6km SSW of Anza, CA",1970-01-20 01:19:54.282440,ml,earthquake,-116.6941667,33.5016667,11.56
1.6,"48 km N of Petersville, Alaska",1970-01-20 01:19:54.177197,ml,earthquake,-150.8875,62.931,103.2
0.38,"13km WNW of Anza, CA",1970-01-20 01:19:53.271710,ml,earthquake,-116.8061667,33.6011667,8.0
2.0,"52 km NNE of Kobuk, Alaska",1970-01-20 01:19:52.834518,ml,earthquake,-156.2453,67.3087,6.3
1.73000002,"4 km SSE of P?hala, Hawaii",1970-01-20 01:19:52.767930,md,earthquake,-155.468505859375,19.1630001068115,33.3400001525879
1.6,"7km WNW of Cobb, CA",1970-01-20 01:19:52.726940,md,earthquake,-122.8066667,38.836,2.07
2.9,"112 km SSE of Sand Point, Alaska",1970-01-20 01:19:52.622501,ml,earthquake,-159.787,54.4101,20.65
0.74,"12km N of Borrego Springs, CA",1970-01-20 01:19:52.226650,ml,earthquake,-116.359,33.3618333,10.08
2.25,"3 km ENE of Yauco, Puerto Rico",1970-01-20 01:19:51.748990,md,earthquake,-66.8186666666667,18.0438333333333,13.99
0.43,"16 km NNE of Morrison, Oklahoma",1970-01-20 01:19:51.738359,ml,earthquake,-96.94333333,36.432,7.02
1.4,"5 km NW of Tiptonville, Tennessee",1970-01-20 01:19:51.496920,md,earthquake,-89.5208333,36.4141667,9.36
0.71,"8km NW of The Geysers, CA",1970-01-20 01:19:51.332290,md,earthquake,-122.8168335,38.833168,1.83
0.34,"21 km NNE of Amboy, Washington",1970-01-20 01:19:50.778970,ml,earthquake,-122.3805,46.099333333333334,17.53
4.4,"57 km SE of Mohr, Iran",1970-01-20 01:19:50.774430,mb,earthquake,53.2501,27.1518,10.0
2.0300000000000002,"4 km S of Depoe Bay, Oregon",1970-01-20 01:19:50.602850,ml,earthquake,-124.05333333333333,44.77,16.94
2.4,"36 km NW of Toyah, Texas",1970-01-20 01:19:49.002860,ml,earthquake,-104.011999,31.58706359,7.005639647999999
0.6,"7 km N of Alder, Montana",1970-01-20 01:19:48.349320,ml,earthquake,-112.111,45.392,2.25
0.37,"10km WNW of The Geysers, CA",1970-01-20 01:19:48.111500,md,earthquake,-122.8509979,38.8250008,1.65
2.34,"8 km ENE of P?hala, Hawaii",1970-01-20 01:19:47.900540,ml,earthquake,-155.410995483398,19.2378330230713,33.0200004577637
2.2,"7 km NE of P?hala, Hawaii",1970-01-20 01:19:47.889560,ml,earthquake,-155.420669555664,19.2448329925537,32.0
3.5,"51 km N of Hiko, Nevada",1970-01-20 01:19:47.868046,ml,earthquake,-115.2581,38.0585,7.5
2.4,"34 km SE of Malaga, New Mexico",1970-01-20 01:19:47.845731,ml,earthquake,-103.8268151,31.99454842,7.494091797
1.14,"2 km WSW of Indios, Puerto Rico",1970-01-20 01:19:47.733620,md,earthquake,-66.8363333333333,17.9835,17.64
2.9,"34 km NNE of Atka, Alaska",1970-01-20 01:19:47.578385,ml,earthquake,-174.0424,52.4951,10.0
2.2,"17 km NNE of Atka, Alaska",1970-01-20 01:19:47.515863,ml,earthquake,-174.1493,52.3539,2.4
0.85,"7km NW of The Geysers, CA",1970-01-20 01:19:47.512070,md,earthquake,-122.8113327,38.8251648,0.68
1.8,"58 km S of Whites City, New Mexico",1970-01-20 01:19:47.469943,ml,earthquake,-104.4811238,31.65626518,7.416967772999999
3.07,"4 km S of P?hala, Hawaii",1970-01-20 01:19:46.971770,ml,earthquake,-155.476166666667,19.1601666666667,32.68
2.1,"240 km WSW of Adak, Alaska",1970-01-20 01:19:46.941759,ml,earthquake,179.956,51.4618,59.0
0.7,"3km WNW of Anderson Springs, CA",1970-01-20 01:19:46.847780,md,earthquake,-122.7216644,38.7879982,2.23
1.7,"53 km NNE of Kobuk, Alaska",1970-01-20 01:19:46.278784,ml,earthquake,-156.2302,67.3173,8.7
4.3,"65 km N of Manado, Indonesia",1970-01-20 01:19:46.007109,mb,earthquake,124.7612,2.0641,196.42
1.88,"3 km SE of P?hala, Hawaii",1970-01-20 01:19:45.637980,md,earthquake,-155.456832885742,19.175666809082,35.75
1.09,"2 km WNW of La Parguera, Puerto Rico",1970-01-20 01:19:45.629790,md,earthquake,-67.0688333333333,17.9816666666667,4.42
0.03,"36 km NNE of Amboy, Washington",1970-01-20 01:19:45.464300,ml,earthquake,-122.19933333333333,46.19466666666667,2.85
1.2,"29 km SSW of Covenant Life, Alaska",1970-01-20 01:19:45.209502,ml,earthquake,-136.2757,59.1868,1.9
3.1,"37 km NNW of Toyah, Texas",1970-01-20 01:19:44.842416,ml,earthquake,-104.0066693,31.59719319,7.674047852000001
4.7,"45 km NNW of La Serena, Chile",1970-01-20 01:19:44.598334,mb,earthquake,-71.5045,-29.5577,35.0
4.3,"52 km NW of La Serena, Chile",1970-01-20 01:19:44.492854,mb,earthquake,-71.56,-29.5174,35.0
2.5,"97 km ESE of Ugashik, Alaska",1970-01-20 01:19:43.843719,ml,earthquake,-156.0101,57.0556,64.1
0.54,"7 km NW of Entiat, Washington",1970-01-20 01:19:43.470220,ml,earthquake,-120.27016666666667,47.73233333333334,2.03
0.26,"19km NW of Parkfield, CA",1970-01-20 01:19:43.387270,md,earthquake,-120.5811667,36.0231667,3.64
0.52,"18km ESE of Little Lake, CA",1970-01-20 01:19:43.379520,ml,earthquake,-117.7068333,35.9016667,10.88
1.6,"56 km NNW of Carlin, Nevada",1970-01-20 01:19:43.346576,ml,earthquake,-116.4678,41.1425,0.0
0.61,"36 km NNE of Amboy, Washington",1970-01-20 01:19:43.315080,md,earthquake,-122.19916666666667,46.1935,2.98
0.7,"11 km SE of Beaverdam, Nevada",1970-01-20 01:19:42.947614,ml,earthquake,-114.3404,37.626,0.0
2.1,"51 km SSW of Whites City, New Mexico",1970-01-20 01:19:41.526113,ml,earthquake,-104.5446071,31.73002111,6.465771484
1.71000004,"Island of Hawaii, Hawaii",1970-01-20 01:19:40.960690,md,earthquake,-155.415161132812,19.2051658630371,33.2900009155273
2.7,"140 km W of Ferndale, California",1970-01-20 01:19:40.676835,ml,earthquake,-125.8968,40.364,10.0
1.4,"43 km W of Denali National Park, Alaska",1970-01-20 01:19:40.526222,ml,earthquake,-152.5965,63.4823,11.0
5.4,"77 km ENE of Kimbe, Papua New Guinea",1970-01-20 01:19:40.079452,mww,earthquake,150.7853,-5.2864,155.81
0.8,"16 km E of Eielson Air Force Base, Alaska",1970-01-20 01:19:39.530795,ml,earthquake,-146.7053,64.6896,12.4
0.57,"8 km WSW of Hebgen Lake Estates, Montana",1970-01-20 01:19:38.431430,ml,earthquake,-111.2855,44.7318333,10.77
3.2,"78 km SSE of Akutan, Alaska",1970-01-20 01:19:38.320961,ml,earthquake,-165.3521,53.4708,35.0
4.6,"271 km S of Sinabang, Indonesia",1970-01-20 01:19:37.714319,mb,earthquake,96.6044,0.0329,10.0
4.3,"75 km SSW of Komodo, Indonesia",1970-01-20 01:19:37.249986,mb,earthquake,119.213,-9.2151,79.53
0.73,"4km NNW of The Geysers, CA",1970-01-20 01:19:36.995230,md,earthquake,-122.7823334,38.8076668,-0.02
0.85,"8km NW of The Geysers, CA",1970-01-20 01:19:36.963730,md,earthquake,-122.8153305,38.8301659,1.9
2.1099999,"8 km E of P?hala, Hawaii",1970-01-20 01:19:36.610280,md,earthquake,-155.399337768555,19.1988334655762,31.9400005340576
0.84,"8km S of Livermore, CA",1970-01-20 01:19:36.588460,md,earthquake,-121.7558333,37.6086667,7.0
3.8,"59 km SSW of Adak, Alaska",1970-01-20 01:19:36.444276,mb,earthquake,-177.0981,51.4241,40.6
1.69,"19 km SSE of Guánica, Puerto Rico",1970-01-20 01:19:36.426640,md,earthquake,-66.8415,17.8035,6.02
1.7,"71 km WSW of Nanwalek, Alaska",1970-01-20 01:19:36.356207,ml,earthquake,-153.1052,59.1359,75.4
2.02,Puerto Rico region,1970-01-20 01:19:35.853920,md,earthquake,-67.0173333333333,17.9463333333333,10.22
1.3,"40 km NNW of Valdez, Alaska",1970-01-20 01:19:35.814592,ml,earthquake,-146.6299,61.4668,20.0
1.5,"4km ENE of Pinnacles, CA",1970-01-20 01:19:35.104080,md,earthquake,-121.0958333,36.541,9.46
0.37,"10km WNW of The Geysers, CA",1970-01-20 01:19:35.022070,md,earthquake,-122.8523331,38.8226662,2.53
1.1,"16 km E of Healy, Alaska",1970-01-20 01:19:35.001298,ml,earthquake,-148.6238,63.8632,13.4
0.52,"0km SSW of Anza, CA",1970-01-20 01:19:34.556070,ml,earthquake,-116.6753333,33.552,7.03
1.61,"20km NW of Desert Center, CA",1970-01-20 01:19:34.353020,ml,earthquake,-115.5421667,33.8475,3.66
0.86,"9km WNW of Cobb, CA",1970-01-20 01:19:34.300820,md,earthquake,-122.8190002,38.847332,1.58
1.2,"16 km WNW of Anchorage, Alaska",1970-01-20 01:19:34.131521,ml,earthquake,-150.2003,61.2544,44.2
1.9,"64 km ESE of Denali National Park, Alaska",1970-01-20 01:19:33.692074,ml,earthquake,-150.6362,63.2246,12.3
1.1,"62 km E of Chase, Alaska",1970-01-20 01:19:33.515985,ml,earthquake,-148.8964,62.5258,51.4
0.73,"28 km SSE of Morton, Washington",1970-01-20 01:19:32.753590,ml,earthquake,-122.186,46.310833333333335,5.08
0.85,"8km WNW of Cobb, CA",1970-01-20 01:19:32.299840,md,earthquake,-122.8081665,38.8381653,2.1
1.8,"26 km ENE of Chase, Alaska",1970-01-20 01:19:31.838276,ml,earthquake,-149.6271,62.5461,1.3
1.19,"2km E of Berkeley, CA",1970-01-20 01:19:31.834100,md,earthquake,-122.2535,37.8746667,9.45
2.1,"82 km SSW of Unalaska, Alaska",1970-01-20 01:19:31.757690,ml,earthquake,-166.7941,53.1535,25.4
-0.2,"46 km ESE of Beatty, Nevada",1970-01-20 01:19:31.588348,ml,earthquake,-116.2795,36.755,3.6
1.0,"61 km SSE of Cantwell, Alaska",1970-01-20 01:19:31.445130,ml,earthquake,-148.3394,62.9187,14.8
2.29,"9 km ENE of P?hala, Hawaii",1970-01-20 01:19:31.390710,ml,earthquake,-155.398834228516,19.2423324584961,31.1499996185303
4.3,"287 km NE of Lospalos, Timor Leste",1970-01-20 01:19:31.136820,mb,earthquake,129.1662,-7.083,151.12
0.52,"9km SSW of Ridgemark, CA",1970-01-20 01:19:30.944070,md,earthquake,-121.4096667,36.7355,6.33
1.7,"35 km SE of Pedro Bay, Alaska",1970-01-20 01:19:30.223136,ml,earthquake,-153.6697,59.5528,119.5
4.4,"65 km W of Nuquí, Colombia",1970-01-20 01:19:30.064372,mb,earthquake,-77.8548,5.6481,10.0
2.1,"86 km SW of Adak, Alaska",1970-01-20 01:19:30.019191,ml,earthquake,-177.5876,51.3708,37.2
1.07,"9km WNW of Cobb, CA",1970-01-20 01:19:29.943170,md,earthquake,-122.8280029,38.8398323,1.38
4.2,"Rat Islands, Aleutian Islands, Alaska",1970-01-20 01:19:29.838430,mb,earthquake,177.4213,51.7669,65.71
0.9,"13 km W of Four Mile Road, Alaska",1970-01-20 01:19:29.790540,ml,earthquake,-149.3949,64.5863,18.9
5.0,Kermadec Islands region,1970-01-20 01:19:29.596532,mb,earthquake,-176.0441,-27.024,10.0
0.84,"6km NW of The Geysers, CA",1970-01-20 01:19:29.424860,md,earthquake,-122.7959976,38.8171654,2.04
4.9,south of Tonga,1970-01-20 01:19:29.390791,mb,earthquake,-175.8829,-26.9106,10.0
2.58,"8 km SE of Pole Ojea, Puerto Rico",1970-01-20 01:19:29.335160,md,earthquake,-67.1171666666667,17.9285,10.09
1.06,"23km ESE of Little Lake, CA",1970-01-20 01:19:29.308460,ml,earthquake,-117.6695,35.8676667,6.75
4.4,"6 km ESE of Tigao, Philippines",1970-01-20 01:19:29.264109,mb,earthquake,126.2359,9.1933,10.0
2.54,"2 km ESE of Magas Arriba, Puerto Rico",1970-01-20 01:19:29.013150,md,earthquake,-66.7451666666667,18.011,13.67
0.08,"23km ESE of Little Lake, CA",1970-01-20 01:19:28.933420,ml,earthquake,-117.67,35.8661667,8.2
0.64,"12km WNW of Anza, CA",1970-01-20 01:19:28.655660,ml,earthquake,-116.8031667,33.5786667,4.97
1.03,"23km ESE of Little Lake, CA",1970-01-20 01:19:28.208120,ml,earthquake,-117.669,35.8666667,6.89
1.32,"14 km ESE of Ovando, Montana",1970-01-20 01:19:28.198240,ml,earthquake,-112.9655,46.954,11.78
0.83,"2km NE of The Geysers, CA",1970-01-20 01:19:28.168710,md,earthquake,-122.7440033,38.7871666,1.45
1.13,"7km NW of The Geysers, CA",1970-01-20 01:19:26.984780,md,earthquake,-122.8081665,38.8223343,2.69
0.46,"6km NNW of The Geysers, CA",1970-01-20 01:19:26.916000,md,earthquake,-122.7893295,38.8219986,0.68
4.6,western Xizang,1970-01-20 01:19:26.871771,mb,earthquake,81.891,33.636,10.0
0.8,"77 km ESE of Denali Park, Alaska",1970-01-20 01:19:26.685079,ml,earthquake,-147.4,63.559,0.5
1.04,"2km SW of Cobb, CA",1970-01-20 01:19:26.603240,md,earthquake,-122.7406693,38.8083344,1.84
1.3,"107 km NW of Yakutat, Alaska",1970-01-20 01:19:26.455780,ml,earthquake,-141.158,60.1844,6.4
1.0,"49 km E of Denali National Park, Alaska",1970-01-20 01:19:26.391930,ml,earthquake,-150.7436,63.4736,5.4
2.05,"1km NW of Concord, CA",1970-01-20 01:19:26.239920,md,earthquake,-122.0235,37.9738333,7.12
0.99,"2km NW of The Geysers, CA",1970-01-20 01:19:26.219780,md,earthquake,-122.7683334,38.7869987,1.88
